"","participant","gender","exp.site","version","trial","item.name","target","response","ageD","trial.typ","tv","Lang","correct","Condition","Complex","AgeGroup"
"1","DISJ-C01-O-A","male",1,"A","1","O-CONJ.CTL.1.T",1,0,1994,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"2","DISJ-C01-O-A","male",1,"A","10","OU.CTL.1.F",0,0,1994,"CTL","F","French",TRUE,"Control",FALSE,"child"
"3","DISJ-C01-O-A","male",1,"A","11","OU.TST.4.F",0,0,1994,"TST","F","French",TRUE,"2DT",FALSE,"child"
"4","DISJ-C01-O-A","male",1,"A","12","O-CONJ.CTL.4.T",1,1,1994,"CTL","T","French",TRUE,"1DT",FALSE,"child"
"5","DISJ-C01-O-A","male",1,"A","13","FILL.CTL.3.T/F",1,1,1994,"CTL","T/F","French",TRUE,"Control",FALSE,"child"
"6","DISJ-C01-O-A","male",1,"A","2","OU.TST.1.F",0,0,1994,"TST","F","French",TRUE,"2DT",FALSE,"child"
"7","DISJ-C01-O-A","male",1,"A","3","O-CONJ.CTL.2.T",1,1,1994,"CTL","T","French",TRUE,"1DT",FALSE,"child"
"8","DISJ-C01-O-A","male",1,"A","4","OU.TST.2.F",0,0,1994,"TST","F","French",TRUE,"2DT",FALSE,"child"
"9","DISJ-C01-O-A","male",1,"A","5","FILL.CTL.2.T/F",1,1,1994,"CTL","T/F","French",TRUE,"Control",FALSE,"child"
"10","DISJ-C01-O-A","male",1,"A","6","OU.CTL.2.F",0,0,1994,"CTL","F","French",TRUE,"Control",FALSE,"child"
"11","DISJ-C01-O-A","male",1,"A","7","O-CONJ.CTL.3.T",1,1,1994,"CTL","T","French",TRUE,"1DT",FALSE,"child"
"12","DISJ-C01-O-A","male",1,"A","8","OU.TST.3.F",0,0,1994,"TST","F","French",TRUE,"2DT",FALSE,"child"
"13","DISJ-C01-O-A","male",1,"A","9","FILL.CTL.1.T/F",1,1,1994,"CTL","T/F","French",TRUE,"Control",FALSE,"child"
"14","DISJ-C01-O-A","male",1,"A","i","TR.i.T",1,1,1994,"TR","T","French",TRUE,"Training",FALSE,"child"
"15","DISJ-C01-O-A","male",1,"A","ii","TR.ii.F",0,0,1994,"TR","F","French",TRUE,"Training",FALSE,"child"
"16","DISJ-C02-S-B","male",1,"B","1","SOIT.TST.4.F",0,0,1937,"TST","F","French",TRUE,"2DT",TRUE,"child"
"17","DISJ-C02-S-B","male",1,"B","10","SOIT.CTL.1.F",0,0,1937,"CTL","F","French",TRUE,"Control",TRUE,"child"
"18","DISJ-C02-S-B","male",1,"B","11","S-CONJ.CTL.1.T",1,0,1937,"CTL","T","French",FALSE,"1DT",TRUE,"child"
"19","DISJ-C02-S-B","male",1,"B","12","SOIT.TST.1.F",0,1,1937,"TST","F","French",FALSE,"2DT",TRUE,"child"
"20","DISJ-C02-S-B","male",1,"B","13","FILL.CTL.2.T/F",1,1,1937,"CTL","T/F","French",TRUE,"Control",TRUE,"child"
"21","DISJ-C02-S-B","male",1,"B","2","S-CONJ.CTL.4.T",1,0,1937,"CTL","T","French",FALSE,"1DT",TRUE,"child"
"22","DISJ-C02-S-B","male",1,"B","3","SOIT.TST.3.F",0,1,1937,"TST","F","French",FALSE,"2DT",TRUE,"child"
"23","DISJ-C02-S-B","male",1,"B","4","S-CONJ.CTL.3.T",1,0,1937,"CTL","T","French",FALSE,"1DT",TRUE,"child"
"24","DISJ-C02-S-B","male",1,"B","5","FILL.CTL.3.T/F",1,1,1937,"CTL","T/F","French",TRUE,"Control",TRUE,"child"
"25","DISJ-C02-S-B","male",1,"B","6","SOIT.CTL.2.F",0,0,1937,"CTL","F","French",TRUE,"Control",TRUE,"child"
"26","DISJ-C02-S-B","male",1,"B","7","SOIT.TST.2.F",0,1,1937,"TST","F","French",FALSE,"2DT",TRUE,"child"
"27","DISJ-C02-S-B","male",1,"B","8","S-CONJ.CTL.2.T",1,0,1937,"CTL","T","French",FALSE,"1DT",TRUE,"child"
"28","DISJ-C02-S-B","male",1,"B","9","FILL.CTL.1.T/F",1,1,1937,"CTL","T/F","French",TRUE,"Control",TRUE,"child"
"29","DISJ-C02-S-B","male",1,"B","i","TR.i.T",1,1,1937,"TR","T","French",TRUE,"Training",TRUE,"child"
"30","DISJ-C02-S-B","male",1,"B","ii","TR.ii.F",0,0,1937,"TR","F","French",TRUE,"Training",TRUE,"child"
"31","DISJ-C03-O-B","female",1,"B","1","OU.TST.4.F",0,0,1904,"TST","F","French",TRUE,"2DT",FALSE,"child"
"32","DISJ-C03-O-B","female",1,"B","10","OU.CTL.1.F",0,0,1904,"CTL","F","French",TRUE,"Control",FALSE,"child"
"33","DISJ-C03-O-B","female",1,"B","11","O-CONJ.CTL.1.T",1,0,1904,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"34","DISJ-C03-O-B","female",1,"B","12","OU.TST.1.F",0,1,1904,"TST","F","French",FALSE,"2DT",FALSE,"child"
"35","DISJ-C03-O-B","female",1,"B","13","FILL.CTL.2.T/F",1,1,1904,"CTL","T/F","French",TRUE,"Control",FALSE,"child"
"36","DISJ-C03-O-B","female",1,"B","2","O-CONJ.CTL.4.T",1,0,1904,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"37","DISJ-C03-O-B","female",1,"B","3","OU.TST.3.F",0,0,1904,"TST","F","French",TRUE,"2DT",FALSE,"child"
"38","DISJ-C03-O-B","female",1,"B","4","O-CONJ.CTL.3.T",1,1,1904,"CTL","T","French",TRUE,"1DT",FALSE,"child"
"39","DISJ-C03-O-B","female",1,"B","5","FILL.CTL.3.T/F",1,1,1904,"CTL","T/F","French",TRUE,"Control",FALSE,"child"
"40","DISJ-C03-O-B","female",1,"B","6","OU.CTL.2.F",0,0,1904,"CTL","F","French",TRUE,"Control",FALSE,"child"
"41","DISJ-C03-O-B","female",1,"B","7","OU.TST.2.F",0,1,1904,"TST","F","French",FALSE,"2DT",FALSE,"child"
"42","DISJ-C03-O-B","female",1,"B","8","O-CONJ.CTL.2.T",1,0,1904,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"43","DISJ-C03-O-B","female",1,"B","9","FILL.CTL.1.T/F",1,1,1904,"CTL","T/F","French",TRUE,"Control",FALSE,"child"
"44","DISJ-C03-O-B","female",1,"B","i","TR.i.T",1,1,1904,"TR","T","French",TRUE,"Training",FALSE,"child"
"45","DISJ-C03-O-B","female",1,"B","ii","TR.ii.F",0,0,1904,"TR","F","French",TRUE,"Training",FALSE,"child"
"46","DISJ-C04-S-A","male",1,"A","1","S-CONJ.CTL.1.T",1,1,1747,"CTL","T","French",TRUE,"1DT",TRUE,"child"
"47","DISJ-C04-S-A","male",1,"A","10","SOIT.CTL.1.F",0,0,1747,"CTL","F","French",TRUE,"Control",TRUE,"child"
"48","DISJ-C04-S-A","male",1,"A","11","SOIT.TST.4.F",0,1,1747,"TST","F","French",FALSE,"2DT",TRUE,"child"
"49","DISJ-C04-S-A","male",1,"A","12","S-CONJ.CTL.4.T",1,0,1747,"CTL","T","French",FALSE,"1DT",TRUE,"child"
"50","DISJ-C04-S-A","male",1,"A","13","FILL.CTL.3.T/F",1,1,1747,"CTL","T/F","French",TRUE,"Control",TRUE,"child"
"51","DISJ-C04-S-A","male",1,"A","2","SOIT.TST.1.F",0,1,1747,"TST","F","French",FALSE,"2DT",TRUE,"child"
"52","DISJ-C04-S-A","male",1,"A","3","S-CONJ.CTL.2.T",1,0,1747,"CTL","T","French",FALSE,"1DT",TRUE,"child"
"53","DISJ-C04-S-A","male",1,"A","4","SOIT.TST.2.F",0,1,1747,"TST","F","French",FALSE,"2DT",TRUE,"child"
"54","DISJ-C04-S-A","male",1,"A","5","FILL.CTL.2.T/F",1,1,1747,"CTL","T/F","French",TRUE,"Control",TRUE,"child"
"55","DISJ-C04-S-A","male",1,"A","6","SOIT.CTL.2.F",0,0,1747,"CTL","F","French",TRUE,"Control",TRUE,"child"
"56","DISJ-C04-S-A","male",1,"A","7","S-CONJ.CTL.3.T",1,0,1747,"CTL","T","French",FALSE,"1DT",TRUE,"child"
"57","DISJ-C04-S-A","male",1,"A","8","SOIT.TST.3.F",0,1,1747,"TST","F","French",FALSE,"2DT",TRUE,"child"
"58","DISJ-C04-S-A","male",1,"A","9","FILL.CTL.1.T/F",0,0,1747,"CTL","T/F","French",TRUE,"Control",TRUE,"child"
"59","DISJ-C04-S-A","male",1,"A","i","TR.i.T",1,1,1747,"TR","T","French",TRUE,"Training",TRUE,"child"
"60","DISJ-C04-S-A","male",1,"A","ii","TR.ii.F",0,0,1747,"TR","F","French",TRUE,"Training",TRUE,"child"
"61","DISJ-C05-S-A","female",1,"A","1","S-CONJ.CTL.1.T",1,1,1669,"CTL","T","French",TRUE,"1DT",TRUE,"child"
"62","DISJ-C05-S-A","female",1,"A","10","SOIT.CTL.1.F",0,0,1669,"CTL","F","French",TRUE,"Control",TRUE,"child"
"63","DISJ-C05-S-A","female",1,"A","11","SOIT.TST.4.F",0,1,1669,"TST","F","French",FALSE,"2DT",TRUE,"child"
"64","DISJ-C05-S-A","female",1,"A","12","S-CONJ.CTL.4.T",1,0,1669,"CTL","T","French",FALSE,"1DT",TRUE,"child"
"65","DISJ-C05-S-A","female",1,"A","13","FILL.CTL.3.T/F",1,1,1669,"CTL","T/F","French",TRUE,"Control",TRUE,"child"
"66","DISJ-C05-S-A","female",1,"A","2","SOIT.TST.1.F",0,1,1669,"TST","F","French",FALSE,"2DT",TRUE,"child"
"67","DISJ-C05-S-A","female",1,"A","3","S-CONJ.CTL.2.T",1,1,1669,"CTL","T","French",TRUE,"1DT",TRUE,"child"
"68","DISJ-C05-S-A","female",1,"A","4","SOIT.TST.2.F",0,0,1669,"TST","F","French",TRUE,"2DT",TRUE,"child"
"69","DISJ-C05-S-A","female",1,"A","5","FILL.CTL.2.T/F",0,0,1669,"CTL","T/F","French",TRUE,"Control",TRUE,"child"
"70","DISJ-C05-S-A","female",1,"A","6","SOIT.CTL.2.F",0,0,1669,"CTL","F","French",TRUE,"Control",TRUE,"child"
"71","DISJ-C05-S-A","female",1,"A","7","S-CONJ.CTL.3.T",1,1,1669,"CTL","T","French",TRUE,"1DT",TRUE,"child"
"72","DISJ-C05-S-A","female",1,"A","8","SOIT.TST.3.F",0,0,1669,"TST","F","French",TRUE,"2DT",TRUE,"child"
"73","DISJ-C05-S-A","female",1,"A","9","FILL.CTL.1.T/F",1,1,1669,"CTL","T/F","French",TRUE,"Control",TRUE,"child"
"74","DISJ-C05-S-A","female",1,"A","i","TR.i.T",1,1,1669,"TR","T","French",TRUE,"Training",TRUE,"child"
"75","DISJ-C05-S-A","female",1,"A","ii","TR.ii.F",0,0,1669,"TR","F","French",TRUE,"Training",TRUE,"child"
"76","DISJ-C06-O-B","female",1,"B","1","OU.TST.4.F",0,1,1645,"TST","F","French",FALSE,"2DT",FALSE,"child"
"77","DISJ-C06-O-B","female",1,"B","10","OU.CTL.1.F",0,0,1645,"CTL","F","French",TRUE,"Control",FALSE,"child"
"78","DISJ-C06-O-B","female",1,"B","11","O-CONJ.CTL.1.T",1,0,1645,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"79","DISJ-C06-O-B","female",1,"B","12","OU.TST.1.F",0,1,1645,"TST","F","French",FALSE,"2DT",FALSE,"child"
"80","DISJ-C06-O-B","female",1,"B","13","FILL.CTL.2.T/F",0,0,1645,"CTL","T/F","French",TRUE,"Control",FALSE,"child"
"81","DISJ-C06-O-B","female",1,"B","2","O-CONJ.CTL.4.T",1,0,1645,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"82","DISJ-C06-O-B","female",1,"B","3","OU.TST.3.F",0,1,1645,"TST","F","French",FALSE,"2DT",FALSE,"child"
"83","DISJ-C06-O-B","female",1,"B","4","O-CONJ.CTL.3.T",1,0,1645,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"84","DISJ-C06-O-B","female",1,"B","5","FILL.CTL.3.T/F",1,1,1645,"CTL","T/F","French",TRUE,"Control",FALSE,"child"
"85","DISJ-C06-O-B","female",1,"B","6","OU.CTL.2.F",0,0,1645,"CTL","F","French",TRUE,"Control",FALSE,"child"
"86","DISJ-C06-O-B","female",1,"B","7","OU.TST.2.F",0,1,1645,"TST","F","French",FALSE,"2DT",FALSE,"child"
"87","DISJ-C06-O-B","female",1,"B","8","O-CONJ.CTL.2.T",1,0,1645,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"88","DISJ-C06-O-B","female",1,"B","9","FILL.CTL.1.T/F",1,1,1645,"CTL","T/F","French",TRUE,"Control",FALSE,"child"
"89","DISJ-C06-O-B","female",1,"B","i","TR.i.T",1,1,1645,"TR","T","French",TRUE,"Training",FALSE,"child"
"90","DISJ-C06-O-B","female",1,"B","ii","TR.ii.F",0,0,1645,"TR","F","French",TRUE,"Training",FALSE,"child"
"91","DISJ-C07-S-A","male",2,"A","1","S-CONJ.CTL.1.T",1,1,1781,"CTL","T","French",TRUE,"1DT",TRUE,"child"
"92","DISJ-C07-S-A","male",2,"A","10","SOIT.CTL.1.F",0,0,1781,"CTL","F","French",TRUE,"Control",TRUE,"child"
"93","DISJ-C07-S-A","male",2,"A","11","SOIT.TST.4.F",0,0,1781,"TST","F","French",TRUE,"2DT",TRUE,"child"
"94","DISJ-C07-S-A","male",2,"A","12","S-CONJ.CTL.4.T",1,1,1781,"CTL","T","French",TRUE,"1DT",TRUE,"child"
"95","DISJ-C07-S-A","male",2,"A","13","FILL.CTL.3.F",0,0,1781,"CTL","F","French",TRUE,"Control",TRUE,"child"
"96","DISJ-C07-S-A","male",2,"A","2","SOIT.TST.1.F",0,1,1781,"TST","F","French",FALSE,"2DT",TRUE,"child"
"97","DISJ-C07-S-A","male",2,"A","3","S-CONJ.CTL.2.T",1,1,1781,"CTL","T","French",TRUE,"1DT",TRUE,"child"
"98","DISJ-C07-S-A","male",2,"A","4","SOIT.TST.2.F",0,0,1781,"TST","F","French",TRUE,"2DT",TRUE,"child"
"99","DISJ-C07-S-A","male",2,"A","5","FILL.CTL.2.T",1,1,1781,"CTL","T","French",TRUE,"Control",TRUE,"child"
"100","DISJ-C07-S-A","male",2,"A","6","SOIT.CTL.2.F",0,0,1781,"CTL","F","French",TRUE,"Control",TRUE,"child"
"101","DISJ-C07-S-A","male",2,"A","7","S-CONJ.CTL.3.T",1,NA,1781,"CTL","T","French",NA,"1DT",TRUE,"child"
"102","DISJ-C07-S-A","male",2,"A","8","SOIT.TST.3.F",0,0,1781,"TST","F","French",TRUE,"2DT",TRUE,"child"
"103","DISJ-C07-S-A","male",2,"A","9","FILL.CTL.1.T",1,1,1781,"CTL","T","French",TRUE,"Control",TRUE,"child"
"104","DISJ-C07-S-A","male",2,"A","i","TR.i.T",1,1,1781,"TR","T","French",TRUE,"Training",TRUE,"child"
"105","DISJ-C07-S-A","male",2,"A","ii","TR.ii.F",0,0,1781,"TR","F","French",TRUE,"Training",TRUE,"child"
"106","DISJ-C08-O-B","female",4,"B","1","OU.TST.4.F",0,1,1722,"TST","F","French",FALSE,"2DT",FALSE,"child"
"107","DISJ-C08-O-B","female",4,"B","10","OU.CTL.1.F",0,0,1722,"CTL","F","French",TRUE,"Control",FALSE,"child"
"108","DISJ-C08-O-B","female",4,"B","11","O-CONJ.CTL.1.T",1,0,1722,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"109","DISJ-C08-O-B","female",4,"B","12","OU.TST.1.F",0,1,1722,"TST","F","French",FALSE,"2DT",FALSE,"child"
"110","DISJ-C08-O-B","female",4,"B","13","FILL.CTL.2.T",1,1,1722,"CTL","T","French",TRUE,"Control",FALSE,"child"
"111","DISJ-C08-O-B","female",4,"B","2","O-CONJ.CTL.4.T",1,0,1722,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"112","DISJ-C08-O-B","female",4,"B","3","OU.TST.3.F",0,1,1722,"TST","F","French",FALSE,"2DT",FALSE,"child"
"113","DISJ-C08-O-B","female",4,"B","4","O-CONJ.CTL.3.T",1,0,1722,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"114","DISJ-C08-O-B","female",4,"B","5","FILL.CTL.3.T",1,1,1722,"CTL","T","French",TRUE,"Control",FALSE,"child"
"115","DISJ-C08-O-B","female",4,"B","6","OU.CTL.2.F",0,0,1722,"CTL","F","French",TRUE,"Control",FALSE,"child"
"116","DISJ-C08-O-B","female",4,"B","7","OU.TST.2.F",0,0,1722,"TST","F","French",TRUE,"2DT",FALSE,"child"
"117","DISJ-C08-O-B","female",4,"B","8","O-CONJ.CTL.2.T",1,1,1722,"CTL","T","French",TRUE,"1DT",FALSE,"child"
"118","DISJ-C08-O-B","female",4,"B","9","FILL.CTL.1.F",0,0,1722,"CTL","F","French",TRUE,"Control",FALSE,"child"
"119","DISJ-C08-O-B","female",4,"B","i","TR.i.T",1,1,1722,"TR","T","French",TRUE,"Training",FALSE,"child"
"120","DISJ-C08-O-B","female",4,"B","ii","TR.ii.F",0,0,1722,"TR","F","French",TRUE,"Training",FALSE,"child"
"121","DISJ-C10-O-B","male",4,"B","1","OU.TST.4.F",0,0,1684,"TST","F","French",TRUE,"2DT",FALSE,"child"
"122","DISJ-C10-O-B","male",4,"B","10","OU.CTL.1.F",0,0,1684,"CTL","F","French",TRUE,"Control",FALSE,"child"
"123","DISJ-C10-O-B","male",4,"B","11","O-CONJ.CTL.1.T",1,1,1684,"CTL","T","French",TRUE,"1DT",FALSE,"child"
"124","DISJ-C10-O-B","male",4,"B","12","OU.TST.1.F",0,0,1684,"TST","F","French",TRUE,"2DT",FALSE,"child"
"125","DISJ-C10-O-B","male",4,"B","13","FILL.CTL.2.T",1,1,1684,"CTL","T","French",TRUE,"Control",FALSE,"child"
"126","DISJ-C10-O-B","male",4,"B","2","O-CONJ.CTL.4.T",1,0,1684,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"127","DISJ-C10-O-B","male",4,"B","3","OU.TST.3.F",0,0,1684,"TST","F","French",TRUE,"2DT",FALSE,"child"
"128","DISJ-C10-O-B","male",4,"B","4","O-CONJ.CTL.3.T",1,1,1684,"CTL","T","French",TRUE,"1DT",FALSE,"child"
"129","DISJ-C10-O-B","male",4,"B","5","FILL.CTL.3.T",1,1,1684,"CTL","T","French",TRUE,"Control",FALSE,"child"
"130","DISJ-C10-O-B","male",4,"B","6","OU.CTL.2.F",0,0,1684,"CTL","F","French",TRUE,"Control",FALSE,"child"
"131","DISJ-C10-O-B","male",4,"B","7","OU.TST.2.F",0,0,1684,"TST","F","French",TRUE,"2DT",FALSE,"child"
"132","DISJ-C10-O-B","male",4,"B","8","O-CONJ.CTL.2.T",1,1,1684,"CTL","T","French",TRUE,"1DT",FALSE,"child"
"133","DISJ-C10-O-B","male",4,"B","9","FILL.CTL.1.F",0,0,1684,"CTL","F","French",TRUE,"Control",FALSE,"child"
"134","DISJ-C10-O-B","male",4,"B","i","TR.i.T",1,1,1684,"TR","T","French",TRUE,"Training",FALSE,"child"
"135","DISJ-C10-O-B","male",4,"B","ii","TR.ii.F",0,0,1684,"TR","F","French",TRUE,"Training",FALSE,"child"
"136","DISJ-C12-O-A","male",4,"A","1","O-CONJ.CTL.1.T",1,0,1759,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"137","DISJ-C12-O-A","male",4,"A","10","OU.CTL.1.F",0,0,1759,"CTL","F","French",TRUE,"Control",FALSE,"child"
"138","DISJ-C12-O-A","male",4,"A","11","OU.TST.4.F",0,1,1759,"TST","F","French",FALSE,"2DT",FALSE,"child"
"139","DISJ-C12-O-A","male",4,"A","12","O-CONJ.CTL.4.T",1,0,1759,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"140","DISJ-C12-O-A","male",4,"A","13","FILL.CTL.3.T",1,1,1759,"CTL","T","French",TRUE,"Control",FALSE,"child"
"141","DISJ-C12-O-A","male",4,"A","2","OU.TST.1.F",0,1,1759,"TST","F","French",FALSE,"2DT",FALSE,"child"
"142","DISJ-C12-O-A","male",4,"A","3","O-CONJ.CTL.2.T",1,0,1759,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"143","DISJ-C12-O-A","male",4,"A","4","OU.TST.2.F",0,1,1759,"TST","F","French",FALSE,"2DT",FALSE,"child"
"144","DISJ-C12-O-A","male",4,"A","5","FILL.CTL.2.T",1,0,1759,"CTL","T","French",FALSE,"Control",FALSE,"child"
"145","DISJ-C12-O-A","male",4,"A","6","OU.CTL.2.F",0,0,1759,"CTL","F","French",TRUE,"Control",FALSE,"child"
"146","DISJ-C12-O-A","male",4,"A","7","O-CONJ.CTL.3.T",1,0,1759,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"147","DISJ-C12-O-A","male",4,"A","8","OU.TST.3.F",0,1,1759,"TST","F","French",FALSE,"2DT",FALSE,"child"
"148","DISJ-C12-O-A","male",4,"A","9","FILL.CTL.1.T",1,1,1759,"CTL","T","French",TRUE,"Control",FALSE,"child"
"149","DISJ-C12-O-A","male",4,"A","i","TR.i.T",1,1,1759,"TR","T","French",TRUE,"Training",FALSE,"child"
"150","DISJ-C12-O-A","male",4,"A","ii","TR.ii.F",0,0,1759,"TR","F","French",TRUE,"Training",FALSE,"child"
"151","DISJ-C13-O-A","male",4,"A","1","O-CONJ.CTL.1.T",1,1,1517,"CTL","T","French",TRUE,"1DT",FALSE,"child"
"152","DISJ-C13-O-A","male",4,"A","10","OU.CTL.1.F",0,0,1517,"CTL","F","French",TRUE,"Control",FALSE,"child"
"153","DISJ-C13-O-A","male",4,"A","11","OU.TST.4.F",0,1,1517,"TST","F","French",FALSE,"2DT",FALSE,"child"
"154","DISJ-C13-O-A","male",4,"A","12","O-CONJ.CTL.4.T",1,1,1517,"CTL","T","French",TRUE,"1DT",FALSE,"child"
"155","DISJ-C13-O-A","male",4,"A","13","FILL.CTL.3.F",0,0,1517,"CTL","F","French",TRUE,"Control",FALSE,"child"
"156","DISJ-C13-O-A","male",4,"A","2","OU.TST.1.F",0,1,1517,"TST","F","French",FALSE,"2DT",FALSE,"child"
"157","DISJ-C13-O-A","male",4,"A","3","O-CONJ.CTL.2.T",1,1,1517,"CTL","T","French",TRUE,"1DT",FALSE,"child"
"158","DISJ-C13-O-A","male",4,"A","4","OU.TST.2.F",0,1,1517,"TST","F","French",FALSE,"2DT",FALSE,"child"
"159","DISJ-C13-O-A","male",4,"A","5","FILL.CTL.2.T",1,1,1517,"CTL","T","French",TRUE,"Control",FALSE,"child"
"160","DISJ-C13-O-A","male",4,"A","6","OU.CTL.2.F",0,0,1517,"CTL","F","French",TRUE,"Control",FALSE,"child"
"161","DISJ-C13-O-A","male",4,"A","7","O-CONJ.CTL.3.T",1,1,1517,"CTL","T","French",TRUE,"1DT",FALSE,"child"
"162","DISJ-C13-O-A","male",4,"A","8","OU.TST.3.F",0,1,1517,"TST","F","French",FALSE,"2DT",FALSE,"child"
"163","DISJ-C13-O-A","male",4,"A","9","FILL.CTL.1.F",0,0,1517,"CTL","F","French",TRUE,"Control",FALSE,"child"
"164","DISJ-C13-O-A","male",4,"A","i","TR.i.T",1,1,1517,"TR","T","French",TRUE,"Training",FALSE,"child"
"165","DISJ-C13-O-A","male",4,"A","ii","TR.ii.F",0,0,1517,"TR","F","French",TRUE,"Training",FALSE,"child"
"166","DISJ-C15-O-A","female",4,"A","1","O-CONJ.CTL.1.T",1,0,1495,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"167","DISJ-C15-O-A","female",4,"A","10","OU.CTL.1.F",0,0,1495,"CTL","F","French",TRUE,"Control",FALSE,"child"
"168","DISJ-C15-O-A","female",4,"A","11","OU.TST.4.F",0,1,1495,"TST","F","French",FALSE,"2DT",FALSE,"child"
"169","DISJ-C15-O-A","female",4,"A","12","O-CONJ.CTL.4.T",1,0,1495,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"170","DISJ-C15-O-A","female",4,"A","13","FILL.CTL.3.T",1,1,1495,"CTL","T","French",TRUE,"Control",FALSE,"child"
"171","DISJ-C15-O-A","female",4,"A","2","OU.TST.1.F",0,1,1495,"TST","F","French",FALSE,"2DT",FALSE,"child"
"172","DISJ-C15-O-A","female",4,"A","3","O-CONJ.CTL.2.T",1,0,1495,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"173","DISJ-C15-O-A","female",4,"A","4","OU.TST.2.F",0,1,1495,"TST","F","French",FALSE,"2DT",FALSE,"child"
"174","DISJ-C15-O-A","female",4,"A","5","FILL.CTL.2.F",0,0,1495,"CTL","F","French",TRUE,"Control",FALSE,"child"
"175","DISJ-C15-O-A","female",4,"A","6","OU.CTL.2.F",0,0,1495,"CTL","F","French",TRUE,"Control",FALSE,"child"
"176","DISJ-C15-O-A","female",4,"A","7","O-CONJ.CTL.3.T",1,0,1495,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"177","DISJ-C15-O-A","female",4,"A","8","OU.TST.3.F",0,1,1495,"TST","F","French",FALSE,"2DT",FALSE,"child"
"178","DISJ-C15-O-A","female",4,"A","9","FILL.CTL.1.T",1,1,1495,"CTL","T","French",TRUE,"Control",FALSE,"child"
"179","DISJ-C15-O-A","female",4,"A","i","TR.i.T",1,1,1495,"TR","T","French",TRUE,"Training",FALSE,"child"
"180","DISJ-C15-O-A","female",4,"A","ii","TR.ii.F",0,0,1495,"TR","F","French",TRUE,"Training",FALSE,"child"
"181","DISJ-C16-O-B","male",2,"B","1","OU.TST.4.F",0,0,1552,"TST","F","French",TRUE,"2DT",FALSE,"child"
"182","DISJ-C16-O-B","male",2,"B","10","OU.CTL.1.F",0,0,1552,"CTL","F","French",TRUE,"Control",FALSE,"child"
"183","DISJ-C16-O-B","male",2,"B","11","O-CONJ.CTL.1.T",1,0,1552,"CTL","T","French",FALSE,"1DT",FALSE,"child"
"184","DISJ-C16-O-B","male",2,"B","12","OU.TST.1.F",0,1,1552,"TST","F","French",FALSE,"2DT",FALSE,"child"
"185","DISJ-C16-O-B","male",2,"B","13","FILL.CTL.2.T",1,1,1552,"CTL","T","French",TRUE,"Control",FALSE,"child"
"186","DISJ-C16-O-B","male",2,"B","2","O-CONJ.CTL.4.T",1,1,1552,"CTL","T","French",TRUE,"1DT",FALSE,"child"
"187","DISJ-C16-O-B","male",2,"B","3","OU.TST.3.F",0,1,1552,"TST","F","French",FALSE,"2DT",FALSE,"child"
"188","DISJ-C16-O-B","male",2,"B","4","O-CONJ.CTL.3.T",1,1,1552,"CTL","T","French",TRUE,"1DT",FALSE,"child"
"189","DISJ-C16-O-B","male",2,"B","5","FILL.CTL.3.F",0,0,1552,"CTL","F","French",TRUE,"Control",FALSE,"child"
"190","DISJ-C16-O-B","male",2,"B","6","OU.CTL.2.F",0,1,1552,"CTL","F","French",FALSE,"Control",FALSE,"child"
"191","DISJ-C16-O-B","male",2,"B","7","OU.TST.2.F",0,1,1552,"TST","F","French",FALSE,"2DT",FALSE,"child"
"192","DISJ-C16-O-B","male",2,"B","8","O-CONJ.CTL.2.T",1,1,1552,"CTL","T","French",TRUE,"1DT",FALSE,"child"
"193","DISJ-C16-O-B","male",2,"B","9","FILL.CTL.1.F",0,0,1552,"CTL","F","French",TRUE,"Control",FALSE,"child"
"194","DISJ-C16-O-B","male",2,"B","i","TR.i.T",1,1,1552,"TR","T","French",TRUE,"Training",FALSE,"child"
"195","DISJ-C16-O-B","male",2,"B","ii","TR.ii.F",0,1,1552,"TR","F","French",FALSE,"Training",FALSE,"child"
"196","DISJ-C17-S-B","male",4,"B","1","SOIT.TST.4.F",0,1,1553,"TST","F","French",FALSE,"2DT",TRUE,"child"
"197","DISJ-C17-S-B","male",4,"B","10","SOIT.CTL.1.F",0,0,1553,"CTL","F","French",TRUE,"Control",TRUE,"child"
"198","DISJ-C17-S-B","male",4,"B","11","S-CONJ.CTL.1.T",1,0,1553,"CTL","T","French",FALSE,"1DT",TRUE,"child"
